Date,Close
6/11/2015 16:00:00,399.84
6/12/2015 16:00:00,376.91
6/17/2015 16:00:00,395
6/18/2015 16:00:00,396
6/19/2015 16:00:00,397.2
6/22/2015 16:00:00,420
6/23/2015 16:00:00,430
6/24/2015 16:00:00,430
6/30/2015 16:00:00,425.5
7/1/2015 16:00:00,399
7/2/2015 16:00:00,399.71
7/6/2015 16:00:00,395.75
7/7/2015 16:00:00,393.81
7/8/2015 16:00:00,380.5
7/9/2015 16:00:00,382.73
7/10/2015 16:00:00,383.8
7/13/2015 16:00:00,387.9
7/14/2015 16:00:00,390.36
7/15/2015 16:00:00,394.68
7/16/2015 16:00:00,396.5
7/17/2015 16:00:00,399.84
7/20/2015 16:00:00,393.56
7/21/2015 16:00:00,399.99
7/22/2015 16:00:00,397.16
7/23/2015 16:00:00,400.49
7/24/2015 16:00:00,422.72
7/27/2015 16:00:00,412.65
7/28/2015 16:00:00,409.61
7/29/2015 16:00:00,416.04
7/30/2015 16:00:00,412.73
7/31/2015 16:00:00,415.22
8/3/2015 16:00:00,416.6
8/4/2015 16:00:00,414.62
8/5/2015 16:00:00,417
8/6/2015 16:00:00,415.53
8/7/2015 16:00:00,415.42
8/10/2015 16:00:00,430.3
8/11/2015 16:00:00,427.54
8/12/2015 16:00:00,425.61
8/13/2015 16:00:00,424.95
8/14/2015 16:00:00,424.25
8/17/2015 16:00:00,440
8/18/2015 16:00:00,439.03
8/19/2015 16:00:00,432.88
8/20/2015 16:00:00,424.9
8/21/2015 16:00:00,419.75
8/24/2015 16:00:00,409.99
8/25/2015 16:00:00,413.23
8/26/2015 16:00:00,413.92
8/27/2015 16:00:00,416.01
8/28/2015 16:00:00,418.18
8/31/2015 16:00:00,415.34
9/1/2015 16:00:00,410.73
9/2/2015 16:00:00,405.93
9/3/2015 16:00:00,408.91
9/4/2015 16:00:00,415.63
9/8/2015 16:00:00,425
9/9/2015 16:00:00,427.43
9/10/2015 16:00:00,412.86
9/11/2015 16:00:00,417.57
9/14/2015 16:00:00,420.08
9/15/2015 16:00:00,420.08
9/16/2015 16:00:00,422.01
9/17/2015 16:00:00,424.36
9/18/2015 16:00:00,423.92
9/21/2015 16:00:00,426.86
9/22/2015 16:00:00,433.51
9/23/2015 16:00:00,434.7
9/24/2015 16:00:00,424.51
9/25/2015 16:00:00,426.85
9/28/2015 16:00:00,427.98
9/29/2015 16:00:00,427.71
9/30/2015 16:00:00,419.42
10/1/2015 16:00:00,428.36
10/2/2015 16:00:00,431
10/5/2015 16:00:00,429
10/6/2015 16:00:00,416.59
10/7/2015 16:00:00,427.86
10/8/2015 16:00:00,421.96
10/9/2015 16:00:00,429.16
10/12/2015 16:00:00,438.28
10/13/2015 16:00:00,433.26
10/14/2015 16:00:00,435.01
10/15/2015 16:00:00,440
10/16/2015 16:00:00,443.48
10/19/2015 16:00:00,442.4
10/20/2015 16:00:00,434.97
10/21/2015 16:00:00,425.09
10/22/2015 16:00:00,421.42
10/23/2015 16:00:00,424.28
10/26/2015 16:00:00,432.43
10/27/2015 16:00:00,427.76
10/28/2015 16:00:00,436.33
10/29/2015 16:00:00,434.1
10/30/2015 16:00:00,433.44
11/2/2015 16:00:00,444.61
11/3/2015 16:00:00,439.56
11/4/2015 16:00:00,439.35
11/5/2015 16:00:00,437.01
11/6/2015 16:00:00,457.95
11/9/2015 16:00:00,474.5
11/10/2015 16:00:00,490.48
11/11/2015 16:00:00,478.57
11/12/2015 16:00:00,474.51
11/13/2015 16:00:00,468.99
11/16/2015 16:00:00,471.46
11/17/2015 16:00:00,469.83
11/18/2015 16:00:00,465.35
11/19/2015 16:00:00,454.54
11/20/2015 16:00:00,440.64
11/23/2015 16:00:00,450.97
11/24/2015 16:00:00,449.78
11/25/2015 16:00:00,441.18
11/27/2015 16:00:00,446.47
11/30/2015 16:00:00,446.26
12/1/2015 16:00:00,451.1
12/2/2015 16:00:00,456.88
12/3/2015 16:00:00,432.97
12/4/2015 16:00:00,441.56
12/7/2015 16:00:00,443.48
12/8/2015 16:00:00,436.05
12/9/2015 16:00:00,431.95
12/10/2015 16:00:00,437.22
12/11/2015 16:00:00,440.42
12/14/2015 16:00:00,438.21
12/15/2015 16:00:00,430.32
12/16/2015 16:00:00,435.39
12/17/2015 16:00:00,448.99
12/18/2015 16:00:00,436.56
12/21/2015 16:00:00,436.93
12/22/2015 16:00:00,431
12/23/2015 16:00:00,429.59
12/24/2015 16:00:00,435.03
12/28/2015 16:00:00,449.62
12/29/2015 16:00:00,440.25
12/30/2015 16:00:00,438.18
12/31/2015 16:00:00,433.66
1/4/2016 16:00:00,431.67
1/5/2016 16:00:00,429.74
1/6/2016 16:00:00,434
1/7/2016 16:00:00,424.18
1/8/2016 16:00:00,423.4
1/11/2016 16:00:00,427.4
1/12/2016 16:00:00,425
1/13/2016 16:00:00,419.62
1/14/2016 16:00:00,420.5
1/15/2016 16:00:00,421.36
1/19/2016 16:00:00,420.83
1/20/2016 16:00:00,410.04
1/21/2016 16:00:00,408.89
1/22/2016 16:00:00,421.95
1/25/2016 16:00:00,425
1/26/2016 16:00:00,420.57
1/27/2016 16:00:00,418.93
1/28/2016 16:00:00,420.67
1/29/2016 16:00:00,429.99
2/1/2016 16:00:00,428.76
2/2/2016 16:00:00,420.07
2/3/2016 16:00:00,424.59
