Date,Close
4/1/2014 16:00:00,1148.98
4/2/2014 16:00:00,1142.9
4/3/2014 16:00:00,1161.92
4/4/2014 16:00:00,1162.86
4/7/2014 16:00:00,1162.8
4/8/2014 16:00:00,1154
4/9/2014 16:00:00,1154.85
4/10/2014 16:00:00,1149.96
4/11/2014 16:00:00,1146
4/14/2014 16:00:00,1138.79
4/15/2014 16:00:00,1135
4/16/2014 16:00:00,1133.95
4/17/2014 16:00:00,1116.62
4/21/2014 16:00:00,1070.54
4/22/2014 16:00:00,1045
4/23/2014 16:00:00,1034.4
4/24/2014 16:00:00,1068.21
4/25/2014 16:00:00,1070.99
4/28/2014 16:00:00,1073.13
4/29/2014 16:00:00,1080.88
4/30/2014 16:00:00,1077
5/1/2014 16:00:00,1086.8
5/2/2014 16:00:00,1107.33
5/5/2014 16:00:00,1100.18
5/6/2014 16:00:00,1084.48
5/7/2014 16:00:00,1090.95
5/8/2014 16:00:00,1087.14
5/9/2014 16:00:00,1090.13
5/12/2014 16:00:00,1103.27
5/13/2014 16:00:00,1094.22
5/14/2014 16:00:00,1089.45
5/15/2014 16:00:00,1091.24
5/16/2014 16:00:00,1104.16
5/19/2014 16:00:00,1098.46
5/20/2014 16:00:00,1095.03
5/21/2014 16:00:00,1080
5/22/2014 16:00:00,1098.73
5/23/2014 16:00:00,1113.41
5/27/2014 16:00:00,1115.81
5/28/2014 16:00:00,1114.45
5/29/2014 16:00:00,1129.02
5/30/2014 16:00:00,1113.64
6/2/2014 16:00:00,1117.83
6/3/2014 16:00:00,1121.6
6/4/2014 16:00:00,1118.99
6/5/2014 16:00:00,1117.73
6/6/2014 16:00:00,1137.89
6/9/2014 16:00:00,1145
6/10/2014 16:00:00,1144.25
6/11/2014 16:00:00,1134.02
6/12/2014 16:00:00,1119.05
6/13/2014 16:00:00,1115.05
6/16/2014 16:00:00,1121.51
6/17/2014 16:00:00,1119.3
6/18/2014 16:00:00,1136.1
6/19/2014 16:00:00,1132
6/20/2014 16:00:00,1133.41
6/23/2014 16:00:00,1139.8
6/24/2014 16:00:00,1153.14
6/25/2014 16:00:00,1148.27
6/26/2014 16:00:00,1142.6
6/27/2014 16:00:00,1146.38
6/30/2014 16:00:00,1150.6
7/1/2014 16:00:00,1163.42
7/2/2014 16:00:00,1151
7/3/2014 16:00:00,1158.46
7/7/2014 16:00:00,1145.38
7/8/2014 16:00:00,1135
7/9/2014 16:00:00,1136
7/10/2014 16:00:00,1122.43
7/11/2014 16:00:00,1117.22
7/14/2014 16:00:00,1109.45
7/15/2014 16:00:00,1099.42
7/16/2014 16:00:00,1103.92
7/17/2014 16:00:00,1078.09
7/18/2014 16:00:00,1067.7
7/21/2014 16:00:00,1128.08
7/22/2014 16:00:00,1150.82
7/23/2014 16:00:00,1169.02
7/24/2014 16:00:00,1131.67
7/25/2014 16:00:00,1121.41
7/28/2014 16:00:00,1129.39
7/29/2014 16:00:00,1133.8
7/30/2014 16:00:00,1123.26
7/31/2014 16:00:00,1126.46
8/1/2014 16:00:00,1135.65
8/4/2014 16:00:00,1137.26
8/5/2014 16:00:00,1139.9
8/6/2014 16:00:00,1134.8
8/7/2014 16:00:00,1133.31
8/8/2014 16:00:00,1147.24
8/11/2014 16:00:00,1139.65
8/12/2014 16:00:00,1122.95
8/13/2014 16:00:00,1128.13
8/14/2014 16:00:00,1143
8/15/2014 16:00:00,1135.57
8/18/2014 16:00:00,1160
8/19/2014 16:00:00,1183.5
8/20/2014 16:00:00,1180.66
8/21/2014 16:00:00,1176.48
8/22/2014 16:00:00,1172.97
8/25/2014 16:00:00,1168
8/26/2014 16:00:00,1181
8/27/2014 16:00:00,1176.99
8/28/2014 16:00:00,1173.36
8/29/2014 16:00:00,1173.19
9/2/2014 16:00:00,1164.96
9/3/2014 16:00:00,1146.57
9/4/2014 16:00:00,1146.21
9/5/2014 16:00:00,1153
9/8/2014 16:00:00,1151.92
9/9/2014 16:00:00,1150.25
9/10/2014 16:00:00,1148.1
9/11/2014 16:00:00,1161.01
9/12/2014 16:00:00,1153.73
9/15/2014 16:00:00,1154.69
9/16/2014 16:00:00,1157.33
9/17/2014 16:00:00,1174.03
9/18/2014 16:00:00,1171.8
9/19/2014 16:00:00,1166.99
9/22/2014 16:00:00,1151.26
9/23/2014 16:00:00,1150.06
9/24/2014 16:00:00,1144.49
9/25/2014 16:00:00,1143.76
9/26/2014 16:00:00,1147.84
9/29/2014 16:00:00,1140.25
9/30/2014 16:00:00,1130.02
10/1/2014 16:00:00,1115.98
10/2/2014 16:00:00,1124.35
10/3/2014 16:00:00,1136.99
10/6/2014 16:00:00,1143.52
10/7/2014 16:00:00,1144.87
10/8/2014 16:00:00,1159.94
10/9/2014 16:00:00,1149.74
10/10/2014 16:00:00,1123.42
10/13/2014 16:00:00,1078.22
10/14/2014 16:00:00,1111.33
10/15/2014 16:00:00,1119.62
10/16/2014 16:00:00,1118.98
10/17/2014 16:00:00,1125.5
10/20/2014 16:00:00,1193.01
10/21/2014 16:00:00,1209.96
10/22/2014 16:00:00,1210
10/23/2014 16:00:00,1211.48
10/24/2014 16:00:00,1204.89
10/27/2014 16:00:00,1221.37
10/28/2014 16:00:00,1246
10/29/2014 16:00:00,1227.36
10/30/2014 16:00:00,1228.41
10/31/2014 16:00:00,1227.58
11/3/2014 16:00:00,1230.53
11/4/2014 16:00:00,1225.39
11/5/2014 16:00:00,1226.61
11/6/2014 16:00:00,1241.76
11/7/2014 16:00:00,1234.5
11/10/2014 16:00:00,1237
11/11/2014 16:00:00,1242.79
11/12/2014 16:00:00,1239.61
11/13/2014 16:00:00,1241.25
11/14/2014 16:00:00,1239.99
11/17/2014 16:00:00,1231
11/18/2014 16:00:00,1225.01
11/19/2014 16:00:00,1223.37
11/20/2014 16:00:00,1231.47
11/21/2014 16:00:00,1229.63
11/24/2014 16:00:00,1238.74
11/25/2014 16:00:00,1243.99
11/26/2014 16:00:00,1237.73
11/28/2014 16:00:00,1258.67
12/1/2014 16:00:00,1268.99
12/2/2014 16:00:00,1269
12/3/2014 16:00:00,1255.86
12/4/2014 16:00:00,1246.9
12/5/2014 16:00:00,1252.87
12/8/2014 16:00:00,1259.74
12/9/2014 16:00:00,1254
12/10/2014 16:00:00,1239.1
12/11/2014 16:00:00,1229.16
12/12/2014 16:00:00,1212
12/15/2014 16:00:00,1192.72
12/16/2014 16:00:00,1168.75
12/17/2014 16:00:00,1198.34
12/18/2014 16:00:00,1220.45
12/19/2014 16:00:00,1236.36
12/22/2014 16:00:00,1235.51
12/23/2014 16:00:00,1239.04
12/24/2014 16:00:00,1240
12/26/2014 16:00:00,1240
12/29/2014 16:00:00,1260
12/30/2014 16:00:00,1276.68
12/31/2014 16:00:00,1275.33
1/2/2015 16:00:00,1251.99
1/5/2015 16:00:00,1254.99
1/6/2015 16:00:00,1249.51
1/7/2015 16:00:00,1276.95
1/8/2015 16:00:00,1301.39
1/9/2015 16:00:00,1312
1/12/2015 16:00:00,1321
1/13/2015 16:00:00,1295.93
1/14/2015 16:00:00,1294.68
1/15/2015 16:00:00,1262.72
1/16/2015 16:00:00,1279.61
1/20/2015 16:00:00,1258.99
1/21/2015 16:00:00,1269.79
1/22/2015 16:00:00,1280
1/23/2015 16:00:00,1262.58
1/26/2015 16:00:00,1228.19
1/27/2015 16:00:00,1225
1/28/2015 16:00:00,1224.13
1/29/2015 16:00:00,1268.31
1/30/2015 16:00:00,1254.23
2/2/2015 16:00:00,1259.97
2/3/2015 16:00:00,1272.58
2/4/2015 16:00:00,1280.77
2/5/2015 16:00:00,1289.13
2/6/2015 16:00:00,1315.11
2/9/2015 16:00:00,1318.99
2/10/2015 16:00:00,1330.54
2/11/2015 16:00:00,1324.4
2/12/2015 16:00:00,1345.15
2/13/2015 16:00:00,1333
2/17/2015 16:00:00,1341.61
2/18/2015 16:00:00,1345.01
2/19/2015 16:00:00,1343
2/20/2015 16:00:00,1348.05
2/23/2015 16:00:00,1340.34
2/24/2015 16:00:00,1359
2/25/2015 16:00:00,1341.11
2/26/2015 16:00:00,1340.98
2/27/2015 16:00:00,1332
3/2/2015 16:00:00,1344.3
3/3/2015 16:00:00,1321.27
3/4/2015 16:00:00,1320
3/5/2015 16:00:00,1337.23
3/6/2015 16:00:00,1332.96
3/9/2015 16:00:00,1331
3/10/2015 16:00:00,1328.5
3/11/2015 16:00:00,1335.72
3/12/2015 16:00:00,1340
3/13/2015 16:00:00,1319.97
3/16/2015 16:00:00,1319.58
3/17/2015 16:00:00,1313.56
3/18/2015 16:00:00,1332.92
3/19/2015 16:00:00,1329.98
3/20/2015 16:00:00,1355
3/23/2015 16:00:00,1332.49
3/24/2015 16:00:00,1339.67
3/25/2015 16:00:00,1328.48
3/26/2015 16:00:00,1322.66
3/27/2015 16:00:00,1330.6
3/30/2015 16:00:00,1338
3/31/2015 16:00:00,1328.66
4/1/2015 16:00:00,1329.82
4/2/2015 16:00:00,1353.13
4/6/2015 16:00:00,1359.24
4/7/2015 16:00:00,1333.99
4/8/2015 16:00:00,1351.11
4/9/2015 16:00:00,1346.41
4/10/2015 16:00:00,1344.84
4/13/2015 16:00:00,1330.02
4/14/2015 16:00:00,1334.68
4/15/2015 16:00:00,1342.46
4/16/2015 16:00:00,1332.73
4/17/2015 16:00:00,1324.89
4/20/2015 16:00:00,1311.38
4/21/2015 16:00:00,1355.33
4/22/2015 16:00:00,1338.85
4/23/2015 16:00:00,1321
4/24/2015 16:00:00,1345.1
4/27/2015 16:00:00,1339.02
4/28/2015 16:00:00,1356.65
4/29/2015 16:00:00,1350.02
4/30/2015 16:00:00,1326.49
5/1/2015 16:00:00,1345.69
5/4/2015 16:00:00,1339.55
5/5/2015 16:00:00,1321
5/6/2015 16:00:00,1330.77
5/7/2015 16:00:00,1333.28
5/8/2015 16:00:00,1323.97
5/11/2015 16:00:00,1307.05
5/12/2015 16:00:00,1306.88
5/13/2015 16:00:00,1318.29
5/14/2015 16:00:00,1335.23
